门派,心法,奇穴位置,奇穴名,奇穴描述,技能ID,纵向位置
纯阳,紫霞功,3,化三清,产生一个10尺的气场，自身每3秒回复20%内力和1.5格气，小队成员每3秒回复5%内力，持续期间不受打退、打断影响，持续9秒。<TALENT 6914 1 气场存在时间延长15秒><EnchantID 10074 太虚剑意下施展气场，气场每3秒对范围内所有目标造成中等外功伤害效果><TALENT 6747 1 “人剑合一”引爆“化三清”使自身3秒内不消耗内力，持续3秒，可以累加3次>,357,4
纯阳,紫霞功,4,规焉,受到伤害未重伤状态下自身气血值低于40%，则清除自身“化生势”效果并立刻重置“镇山河”调息时间，该效果最多每2分钟触发一次。,14837,1
纯阳,紫霞功,4,归元,“破苍穹”变为无调息时间，只对自己生效，处于“破苍穹”期间自身无视目标60%内功防御。,23614,2
纯阳,紫霞功,4,抱元,“六合独尊”范围提高2尺，目标数量提高2个，会心命中一个目标则获得一柄“气剑”。,21707,3
纯阳,紫霞功,4,八卦洞玄,最少半格气对目标造成<SUB 466 0>混元性内功伤害，最多五格气对目标造成<SUB 475 0>混元性内功伤害，并使目标<BUFF 557 0 desc>，持续<BUFF 557 1 time>-<BUFF 557 5 time>。并且命中正在运功的目标能令目标在接下来的5秒内无法使用任何内功招式。<TALENT 2672 1 招式命中目标后有3.3%几率使目标锁足2秒，若招式会心，则锁足的几率翻倍。若无法成功锁足，则目标还会获得“无形”不利效果><TALENT 2672 2 招式命中目标后有6.6%几率使目标锁足2秒，若招式会心，则锁足的几率翻倍。若无法成功锁足，则目标还会获得“无形”不利效果><TALENT 2672 3 招式命中目标后有10%几率使目标锁足2秒，若招式会心，则锁足的几率翻倍。若无法成功锁足，则目标还会获得“无形”不利效果>,370,4
纯阳,紫霞功,5,雨集,“紫气东来”效果持续期间“四象轮回”无需运功。,5829,1
纯阳,紫霞功,5,同尘,“六合独尊”每次造成伤害，均使下一次伤害效果提高35%。,5819,2
纯阳,紫霞功,5,玄德,施展“凭虚御风”后使自身受到的内功伤害降低40%，持续5秒。,14041,3
纯阳,紫霞功,5,不移,“凭虚御风”闪避效果额外提高15%，持续时间增加3秒。,5830,4
纯阳,紫霞功,6,解牛,对被定身、锁足、眩晕的目标伤害提高25%。每次命中被定身、锁足、眩晕的目标会使自身会心几率提高2%，持续3秒，最多提高20%。,5802,1
纯阳,紫霞功,6,跬步,每存在一柄“气剑”，“四象轮回”“两仪化形”伤害提高4%。,18695,2
纯阳,紫霞功,6,北辰,非战斗状态下“梯云纵”大幅提高抗摔能力，期间可以进行二段跳跃。,26683,3
纯阳,紫霞功,6,厚亡,施展“三才化生”产生三角形剑域，延时1秒后对区域内的最多5个目标造成<SUB 24944 0>混元内功伤害。,24942,4
纯阳,紫霞功,7,有涯,“七星拱瑞”不会因侠士目标身上已有的持续伤害效果而提前结束，成功定身目标后，使自身混元内功基础攻击力提高25%，持续5秒。,6798,1
纯阳,紫霞功,7,雾外江山,除“镇山河”外所有气场招式的调息时间降低1秒，施展气场后额外回复1格气，成功运功施展气场，则使下一个气场无需运功。,6481,2
纯阳,紫霞功,7,万物,“万世不竭”会心提高10%，会心效果提高10%，“万世不竭·二段”命中气血值低于40%的目标时伤害提高15%。,18694,3
纯阳,紫霞功,7,正气,“五方行尽”调息时间提高30秒，施展时若目标点存在气场“破苍穹”则会吞噬“破苍穹”气场产生6秒“颠越苍穹”，“颠越苍穹”每秒对8尺内5个敌对目标造成<SUB 36438 1>混元性内功伤害。若“颠越苍穹”被自身招式命中则额外触发一次伤害，该伤害每0.75秒只会触发一次。命中非侠士目标时伤害次数将会翻倍。,32411,4
纯阳,紫霞功,8,抱阳,“破苍穹”气场持续时间增加12秒，对自身的增益效果提高100%。,14834,1
纯阳,紫霞功,8,无我,“坐忘无我”每点根骨或身法化解的伤害提高10%，效果期间自身受到的伤害降低50%，每秒恢复自身0.4%最大气血值，受到“锁足”“定身”“眩晕”“击倒”控制效果持续时间缩短30%。,5813,2
纯阳,紫霞功,8,羽化,“九转归一”变为2层充能招式，击退中的目标如果碰撞障碍并成功眩晕后则造成<SUB 21716 1>混元性内功伤害。,21712,3
纯阳,紫霞功,8,若冲,“太极无极”不再续气，调息时间提高至9秒，5格气施展时将消耗所有气点，每道剑气都将造成混元性内功伤害。,26684,4
纯阳,紫霞功,8,定迹,施展“五方行尽”2秒后，会在自身施展“五方行尽”的位置造成一次伤害，若命中被自身“五方行尽”锁足的目标则会额外造成一次伤害并使其定身4秒。,34631,5
纯阳,紫霞功,9,归本,"“九转归一”命中被""锁足”“定身”“眩晕”的目标击退距离增加50%。",34580,1
纯阳,紫霞功,9,浮生,“六合独尊”运功1.5秒之后，在目标点形成“八方剑域”效果，区域内最多6个目标每秒受到混元性内功伤害，并降低80%移动速度，“八方剑域”持续5秒。,18679,2
纯阳,紫霞功,9,玄通,“万世不竭”调息时间降低8秒，气剑持续时间增加12秒。,18798,3
纯阳,紫霞功,9,霜寒,“镇山河”调息时间降低2分钟，效果只作用于自身，且不再获得“化生势”不利效果。,6904,4
纯阳,紫霞功,9,大成,“五方行尽”成功控制目标返还5格气，并使自身“会神”效果翻倍。,24953,5
纯阳,紫霞功,10,悉归,“万世不竭·二段”调息时间提高至5秒，施展时不会使气剑提前消失。,37387,1
纯阳,紫霞功,10,心眼,“镇山河”效果范围提高至6尺，受到无法施展内功招式和缴械效果时也可以施展，自身若处于“镇山河”当中，每秒将恢复自身5%气血最大值。,5844,2
纯阳,紫霞功,10,星辰,若处于自身“生太极”气场中时施展“凭虚御风”会强化自身位于的“生太极”气场6秒，每秒对最多5个敌方目标造成<SUB 32414 0>混元性内功伤害并恢复自身半格气。,32412,3
纯阳,紫霞功,10,临风,施展“紫气东来”后，运功不会被打退、打断，不受缴械和无法运功效果的影响，持续6秒。,6796,4
纯阳,紫霞功,10,破势,“镇山河”调息时间降低2分钟，施展时不再生成气场，而是强化自身当前“气剑”，使“气剑”和“万世不竭·二段”对非侠士目标伤害提高130%，持续3分钟。,24945,5
纯阳,紫霞功,11,重光,“万世不竭”运功时间降低0.375秒，“万世不竭·气剑”每次命中目标伤害递增15%，每轮攻击频率提高25%。,18669,1
纯阳,紫霞功,11,凶年,“生太极”作用范围提高5尺，减速效果提高到45%。,14835,2
纯阳,紫霞功,11,绝云,自身高度大于8尺，“太极无极”造成伤害将额外附带一段<SUB 30825 0>混元性内功伤害，且“太极无极”会心效果提高10%。,30821,3
纯阳,紫霞功,11,自化,“万世不竭”一段“气剑”会随机攻击自身20尺内的目标，每轮命中目标将额外造成一次伤害，命中目标有25%几率锁足目标并为目标添加“气竭”效果，持续5秒。自身任何招式命中带有“气竭”效果的目标将引爆造成6尺范围<SUB 20955 0>混元性内功伤害，该效果2秒内对同一目标只生效一次。,14836,4
纯阳,紫霞功,11,流转,若“破苍穹”生成位置已经有“破苍穹”，则会合成40秒15尺范围“流转·破苍穹”，敌对侠士离开“流转·破苍穹”范围，则气场主人的“四象轮回”“两仪化形”“万世不竭·二段”对该目标会心提高30%，该效果持续8秒。,38516,5
纯阳,紫霞功,12,若水,“紫气东来”充能时间降低15秒，充能层数提高1层。,14598,1
纯阳,紫霞功,12,固本,“紫气东来”不再充能和持续获得气点，调息时间降低30秒，施展“紫气东来”后获得的“紫气东来”效果基础攻击力提高至50%，立刻获得5柄“万世不竭·气剑”。,14613,2
纯阳,紫霞功,12,际地蟠天,“万世不竭·气剑”每次攻击目标积攒1点“炁”，“万世不竭·二段”攻击目标积攒10点“炁”，“炁”超过100点后方可施展该招式，对目标造成<SUB 36102 2>混元性内功伤害，若目标血量高于70%，则该招式必定会心。,36099,3
纯阳,紫霞功,12,剑出鸿蒙,若场上存在自身气场则会在自身气场中心上空产生“鸿蒙古剑”，1秒后“鸿蒙古剑”会坠落至气场之中，对10尺范围内的3个目标造成<SUB 28590 2>混元性内功伤害并眩晕1秒，若目标已经被自身“鸿蒙古剑”命中，则剩余“鸿蒙古剑”伤害降低50%。,23969,4
纯阳,紫霞功,12,穹隆化生,自身将向前冲刺，持续2秒，可以转向，结束后在脚下生成“生太极”气场，并回复自身10%的最大气血值。,24955,5
万花,离经易道,1,弹指,“提针”运功不会被打退，会心几率提高10%，会心效果提高10%。,5780,1
万花,离经易道,1,竭泽,“提针”的运功时间降低0.25秒。,5785,2
万花,离经易道,1,少阳指,施展“商阳指”使目标移动速度降低60%，持续4秒。,18271,3
万花,离经易道,2,积势,引爆棋子的治疗目标额外增加2个。,38601,1
万花,离经易道,2,生息,“握针”施展距离提高4尺，施展后立即回复目标<SUB 6894 2>气血值，效果期间目标化劲等级提高10%，该效果同时只能作用一个目标。,5783,2
万花,离经易道,2,花语,“碧水滔天”效果持续期间，每秒回复目标6%气血值。,18272,3
万花,离经易道,3,青律,“长针”的运功时间减少0.375秒且治疗成效提高10%，使目标附带1层春泥护花效果，对于同一目标每2秒触发一次该效果。若目标拥有35%及以上的其他减伤效果则不生效。,5782,1
万花,离经易道,3,月华,“长针”同时对目标周围8尺范围内的5个友方目标回复气血值。该效果不受到“长针”秘籍的影响。,5776,2
万花,离经易道,3,秋肃,受到自身治疗的队友可获得“秋肃”效果，每层使其无双提高100点，自身每160点根骨可叠加1层，最多100层，持续60秒。,31208,3
万花,离经易道,3,清风垂露,"为友方目标卸除阳性不利效果、阴性不利效果、混元不利效果、毒性不利效果、点穴不利效果、持续伤害不利效果各一个。“离经易道”心法下返还5秒调息时间。<TALENT 3789 1 施展后,为目标额外卸除一个持续伤害的不利效果>",133,4
万花,离经易道,4,局针,使自身6秒内不受无法施展轻功招式影响，效果持续时间内自身施展“握针”“提针”“长针”会随机获得一个黑棋/白棋。,34329,1
万花,离经易道,4,风雨,“春泥护花”效果消失后，有几率于保护目标位置及周围10尺随机位置各洒下1朵落花，落花持续8秒，友方目标踩中后恢复<SUB 24095 1>气血值和5%内力值，敌对目标踩中锁足3秒。,20790,2
万花,离经易道,4,清疏,每次施展疗伤招式，自身获得1层“清疏”效果，积累到5层时，则为自身10尺范围内小队成员回复<SUB 6112 0>气血值。若疗伤招式会心，则额外获得1层“清疏”效果。,5797,3
万花,离经易道,4,厥阴指,若目标正在运功则进行打断并造成<SUB 144 0>混元性内功伤害，并使其<BUFF 585 1 desc>，持续<BUFF 585 1 time>。,183,4
万花,离经易道,5,沃土,施展“春泥护花”后自身额外获得8层持续15秒的“沃土”气劲，“沃土”效果存在期间每层使自身加速率提高5%，免疫打断运功、缴械和无法运功效果的影响，施展治疗招式或造成直接伤害后消耗1层。,9145,1
万花,离经易道,5,流迟,“彼针”调息时间调整至60秒且疗伤成效降低40%，可以对自身及20尺范围内团队成员生效。每引爆一个棋子，可使下一次“彼针”调息时间降低2.5秒。,36095,2
万花,离经易道,5,南柯,“春泥护花”的伤害减免效果提高15%，层数增加2层。每消耗一层，有20%的概率重新获得一层。,5779,3
万花,离经易道,5,微潮,握针每跳造成治疗时，若目标被锁足、定身、眩晕、击倒、被击僵直，则造成一次<SUB 38610 0>治疗量。,38609,4
万花,离经易道,6,惊寐,“春泥护花”不受被击消耗和卸除影响，持续17秒。,37236,1
万花,离经易道,6,精诚,触发“玄素清脉”时，每个白棋使该次引爆的棋子造成的治疗量提高6%。,38602,2
万花,离经易道,6,覆局,施展“商阳指”“阳明指”额外恢复10点墨意，造成的伤害将受到自身基础治疗量的加成，并使目标造成的伤害降低10%，持续6秒。,32378,3
万花,离经易道,6,秋毫,“清心静气”调息时间增加至30秒，施展后为友方目标添加7层“毫针”效果。,17565,4
万花,离经易道,7,星蕴,“星楼月影”进入调息时间后，受到击倒控制将解除该次控制，并回复20点墨意。该效果最多45秒触发一次，在沉默、缴械状态下无法触发。,37439,1
